"","id","state","period","nth","date","url"
"182","bb_5_27","bb",5,27,2010-12-17,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/27.pdf"
"183","bb_5_28","bb",5,28,2011-01-19,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/28.pdf"
"184","bb_5_29","bb",5,29,2011-01-20,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/29.pdf"
"185","bb_5_3","bb",5,3,2002-12-18,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/3.pdf"
"186","bb_5_31","bb",5,31,2011-02-24,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/31.pdf"
"187","bb_5_32","bb",5,32,2011-03-23,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/32.pdf"
"188","bb_5_33","bb",5,33,2011-03-24,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/33.pdf"
"189","bb_5_34","bb",5,34,2011-04-13,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/34.pdf"
"190","bb_5_35","bb",5,35,2011-04-14,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/35.pdf"
"191","bb_5_36","bb",5,36,2011-05-18,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/36.pdf"
"192","bb_5_37","bb",5,37,2011-05-19,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/37.pdf"
"193","bb_5_39","bb",5,39,2011-06-23,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/39.pdf"
"194","bb_5_4","bb",5,4,2009-11-19,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/4.pdf"
"195","bb_5_40","bb",5,40,2011-08-31,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/40.pdf"
"196","bb_5_41","bb",5,41,2011-09-01,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/41.pdf"
"197","bb_5_42","bb",5,42,2011-09-28,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/42.pdf"
"198","bb_5_43","bb",5,43,2011-09-29,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/43.pdf"
"199","bb_5_44","bb",5,44,2011-11-09,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/44.pdf"
"200","bb_5_45","bb",5,45,2011-11-10,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/45.pdf"
"201","bb_5_46","bb",5,46,2011-12-14,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/46.pdf"
"202","bb_5_47","bb",5,47,2011-12-16,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/47.pdf"
"203","bb_5_49","bb",5,49,2012-01-26,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/49.pdf"
"204","bb_5_5","bb",5,5,2009-12-04,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/5.pdf"
"205","bb_5_50","bb",5,50,2012-02-22,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/50.pdf"
"206","bb_5_51","bb",5,51,2012-02-23,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/51.pdf"
"207","bb_5_52","bb",5,52,2012-03-21,"https://www.parlamentsdokumentation.brandenburg.de/parladoku/w5/plpr/52.pdf"
