doc_id,speaker,party,party_raw,speech_length,full_text
047461152_20_2019-24_pdf_025_047461152_20_2019-24_pdf_025_0101,Jan Schalauske,LINKE,DIE LINKE,1074,"Das stimmt doch 
einfach nicht!) 

Trotzdem müssen die Studenten nun mit den bessergestellten 
Flüchtlingen um denselben Wohnraum konkurrieren, 
und das kann nicht sein. 

(Beifall AfD) 

Der Investor Solidare stattet seine Wohnungen mit Möbeln 
aus, vermietet sie als möblierte Wohnungen, kann so die 
hochgejubelte Mietpreisbremse umgehen und ein Vielfaches 
an Mietzins verlangen. Auf diese Problematik habe 
nicht nur ich hingewiesen, sondern das haben auch andere 
Abgeordnetenkollegen im Ausschuss getan. 

Sie sehen anhand dieses Beispiels, dass neue Regelungen 
dazu führen, dass Betroffene legale Wege suchen, um diese 
zu umgehen. Diese Spirale sorgt für immer weiter steigende 
Mieten. Ich setze voraus, dass das nicht Ihr Ansinnen 
ist. Wir sollten unsere Mittel für zielführende Projekte einsetzen: 
die Stärkung des ländlichen Raums, Abbau der Bürokratie 
und Senkung der Baukosten.  Vielen Dank. 

(Beifall AfD) 

Präsident Boris Rhein: 

Vielen Dank, Herr Kollege.  Nächster Redner ist der Abg. 
Heiko Kasseckert für die Fraktion der CDU. 

(Dr. h.c. Jörg-"
047461152_20_2019-24_pdf_025_047461152_20_2019-24_pdf_025_0104,Elke Barth,SPD,SPD,2505,"Sie haben eben angekündigt, die Umwandlung von Mietin 
Eigentumswohnungen verhindern zu wollen. Ich habe in 
der letzten Wirtschaftsausschusssitzung versucht, dem 
Staatssekretär die Information zu entlocken, wann hierzu 
das Gesetz oder die Verordnung kommt. Er konnte mir weder 
Jahr noch Jahreszeit nennen. Können Sie das vielleicht, 
oder wenigstens die Legislaturperiode? 

Präsident Boris Rhein: 

Herr Staatsminister. 

Tarek Al-Wazir, Minister für Wirtschaft, Energie, Verkehr 
und Wohnen: 

Erstens. Es wird in dieser Legislaturperiode sein. 

(Beifall CDU und BÜNDNIS 90/DIE GRÜNEN  
Zuruf Freie Demokraten: Das haben wir schon einmal 
gehört!) 

Zweitens. Wir wollen das im nächsten Jahr auf den Weg 
bringen. Wir überlegen nur, ob und, wenn ja, wie wir das 
zu diversen anderen Verordnungslaufzeiten kongruent machen. 

Sie können sich daran erinnern, dass wir beispielsweise bei 
Mietpreisbremse, abgesenkter Kappungsgrenze und erhöhter 
Kündigungssperrfrist die Verordnungen so gemacht haben, 
dass sie zeitlich kongruent sind und dass wir sie immer 
auf die gleichen 31 Städte und Gemeinden beziehen. 

Aus diesem Grund versuchen wir, die Verordnungen so zu 
machen, dass sie möglichst kongruent laufen. Seien Sie 
versichert, das wird bald kommen. Ich sage dazu: Man 
muss es dann aber vor Ort auch anwenden. 

Ich wollte gerade über die Gesetzesänderung in der letzten 
Legislaturperiode reden, Stichwort: Ferienwohnungen, 
Airbnb. Das hat genau eine Gemeinde gemacht, nämlich 
die Stadt Frankfurt. Keine andere Gemeinde hat von dieser 
Satzungsmöglichkeit Gebrauch gemacht. Mir geht es immer 
darum, nicht plakative Debatten zu führen, 

(Zuruf Freie Demokraten) 

sondern so zu handeln, dass da, wo die Probleme wirklich 
groß sind, Lösungen angeboten werden, die aber dann auch 
vor Ort angewendet werden müssen. 

(Beifall CDU und BÜNDNIS 90/DIE GRÜNEN  
Zuruf Jürgen Lenders (Freie Demokraten)) 

Letzter Punkt, der mir wichtig ist: Herr Schulz, das ist 
schon manisch  das ist Ihnen schon klar , dass Sie immer 
wieder zu den Flüchtlingen kommen. Ich warte darauf, 
dass Sie bei der Debatte, wie wir den Wald gegen die Trockenheit 
resistent machen, am Ende auch sagen, die 
Flüchtlinge seien schuld. Das ist wirklich manisch. Sie 
sollten einmal überlegen, ob das, was Sie da tun, nicht 
selbst für einen AfDler zu viel ist. 

(Beifall CDU und BÜNDNIS 90/DIE GRÜNEN) 

Präsident Boris Rhein: 

Herr Staatsminister, die mit den Fraktionen vereinbarte Redezeit 
läuft langsam ab."
047461152_20_2019-24_pdf_026_047461152_20_2019-24_pdf_026_0005,Uwe Hahn,FDP,Freie Demokraten,2295,"Ich 
habe falsch gedrückt, Herr Präsident!) 

 Das macht nichts. Hier steht Anmeldung und Zurücksetzen, 
der Vizepräsident kennt das ja. Da drücke ich einmal 
drauf, und dann ist der Bildschirm auch wieder sauber 
 wunderbar. 
Auf Vorschlag der Fraktion der SPD wird heute Tagesordnungspunkt 
57, der Antrag der Fraktion der SPD betreffend 
Einführung eines Sinnesbehindertengeldes für gehörlose 
Menschen, Drucks. 20/1642, zusammen mit Tagesordnungspunkt 
11, Drittes Gesetz zur Änderung des Landesblindengeldgesetzes, 
Drucks. 20/1612 zu 20/1030, mit dendazu vorliegenden Änderungsanträgen, aufgerufen. 

Interfraktionell haben wir vereinbart, dass Tagesordnungspunkt 
4 am Mittwoch zusammen mit Tagesordnungspunkt 
58 aufgerufen wird. Das sind das Gesetz zur Verbesserung 
der politischen Teilhabe und der Antrag der SPD, Stärkung 
der hessischen Ausländerbeiräte. 

Weiterhin wurde festgelegt, dass Tagesordnungspunkt 37, 
Beschlussempfehlung und Bericht des Kulturpolitischen 
Ausschusses zu dem Dringlichen Entschließungsantrag der 

Fraktionen der CDU und BÜNDNIS 90/DIE GRÜNEN betreffend 
Einigung bei Grundgesetzänderung usw., Drucks. 
20/586 zu Drucks. 20/254, entgegen der Tagesordnung ohne 
Aussprache am Mittwochabend mit den anderen Beschlussempfehlungen 
aufgerufen und abgestimmt wird. 

So wollen wir auch mit Tagesordnungspunkt 42 und Tagesordnungspunkt 
46 verfahren. Das sind Beschlussempfehlungen 
und Berichte des Kulturpolitischen Ausschusses 
bzw. des Sozial-und Integrationspolitischen Ausschusses 
zu Anträgen der SPD, Drucks. 20/1195 zu 20/1095 bzw. 
Drucks. 20/1401 zu 20/1344.  Ich habe noch ein paar Seiten 
vor mir. 

Für den Plenardonnerstag wurde vereinbart, dass Tagesordnungspunkt 
50, der Entschließungsantrag der Fraktion der 
AfD, nach Tagesordnungspunkt 71, der Aktuellen Stunde 
der AfD, aufgerufen und dann direkt abgestimmt werden 
soll. 

Weiterhin wurde vereinbart, dass die Tagesordnungspunkte 
18 und 20  das ist das Thema Ladenöffnungsgesetz  am 
Donnerstag gemeinsam aufgerufen werden, und wir haben 
eine Redezeit von fünf Minuten je Fraktion vereinbart. 

Interfraktionell wurde vereinbart, dass die Tagesordnungspunkte 
27 und 29 
ohne Absprache abschließend an 
den Sozial-und Integrationspolitischen Ausschuss überwiesen 
werden. 

("
047461152_20_2019-24_pdf_026_047461152_20_2019-24_pdf_026_0017,Yanki Pürsün,FDP,Freie Demokraten,3167,"Herr Präsident, ich frage die Landesregierung: 

Ist die ambulante Pflege nach den Ergebnissen der Befragung 
des Zentrums für Qualität in der Pflege (ZQP) angesichts 
von Kündigungen bestehender ambulanter Pflegeverträge 
und abgelehnter neuer Verträge noch gewährleistet? 

Präsident Boris Rhein: 

Herr Staatsminister Klose. 

Kai Klose, Minister für Soziales und Integration: 

Herr Abg. Pürsün, nach der Pflegestatistik 2017 waren 

261.757 Menschen in Hessen pflegebedürftig und erhielten 
Leistungen der Pflegeversicherung. 28.678 Beschäftigte in 
1.186 ambulanten Pflegediensten betreuten die 60.501 zu 
Hause versorgten Pflegebedürftigen. 
Wir beobachten die Entwicklung der pflegerischen Versorgung 
sehr genau und stehen hierzu auch in engem Austausch 
mit den Kommunalen Spitzenverbänden und den 
Pflegekassen. Dabei ist die Versorgung mit ambulanten 
Pflegediensten ein zentrales Thema. Die Befragung des 
Zentrums für Qualität in der Pflege weist darauf hin, dass 
aus Sicht der ambulanten Pflegedienste aufgrund des Fachkräftemangels 
nicht mehr alle Anfragen von Betroffenen 
bedient werden können. Wir müssen diese Zahlen für Hessen 
nun sehr genau daraufhin prüfen, ob sich tatsächliche 
Versorgungslücken ergeben. Zentral sind für uns dafür die 
Erfahrungen der Pflegestützpunkte. 

Wir wollen eine leistungsfähige, zahlenmäßig ausreichende 
und wirtschaftliche pflegerische Versorgungsstruktur vorhalten. 
Dafür sind die ambulanten Pflegeeinrichtungen bedeutend. 
Deshalb diskutieren wir das Thema beispielsweise 
im Landespflegeausschuss gemeinsam mit den Partnerinnen 
und Partnern aus der Pflegebranche. 

Angesichts der Herausforderungen des demografischen 
Wandels ist die ambulante Gesundheitsversorgung ein Themenschwerpunkt 
des Gesundheitspakts 3.0. Auch dort diskutieren 
wir die Situation in Hessen gemeinsam mit den 
Paktpartnern und entwickeln Lösungen, beispielsweise im 
Rahmen der Arbeitsgruppe sektorenübergreifende Versorgung 
in den Bereichen Gesundheit, Pflege und soziale Betreuung. 

Die größte Herausforderung ist der bestehende Fachkräftemangel 
in den Pflegeberufen. Die Landesregierung hat darauf 
bereits frühzeitig reagiert, beispielsweise mit dem Hessischen 
Pflegemonitor, der die Grundlage für die Entwicklung 
von Fachkräftesicherungsstrategien und die Planung 
von Ausbildungskapazitäten ist, sowie mit einer Vielzahl 
unterstützender Maßnahmen für Arbeitgeberinnen und Arbeitgeber. 
So ist die Steigerung der Ausbildungszahlen insbesondere 
dadurch erreicht worden, dass die Hessische 
Landesregierung durch die gesetzliche Erstattung der 
Schulkosten in der Altenpflegeausbildung den Anstieg der 
Ausbildungszahlen finanziell abgesichert hat. 

Um neue Zielgruppen für die Altenpflegeausbildung zu erschließen, 
wurden außerdem mehrere Ausbildungsprojekte 
gefördert, beispielsweise die Landesinitiative Pflege in 
Hessen integriert, ein Kooperationsprojekt von beruflichen 
Schulen und Altenpflegeschulen für Flüchtlinge, oder 

das Beratungsprojekt BeA+ für Frauen mit Migrationshintergrund. 

Präsident Boris Rhein: 

Vielen Dank, Herr Staatsminister.  Gibt es Zusatzfragen? 

 Herr Pürsün, bitte schön."
047461152_20_2019-24_pdf_026_047461152_20_2019-24_pdf_026_0023,Michael Boddenberg,CDU,CDU,4588,"So ein Quatsch!) 

Lehrkräfte  Herr Boddenberg, das will ich Ihnen sehr 
deutlich sagen  sind zum Lehren da und nicht dazu, Updates 
auf Rechnern zu installieren. 

(Beifall SPD und Torsten Felstehausen (DIE LINKE)) 

Deswegen braucht es an unseren Schulen in Hessen den digitalen 
Hausmeister für genau diese Aufgaben. 

Zum Thema der beruflichen Bildung ließe sich abendfüllend 
diskutieren. Gerade dort, wo es in Vorbereitung auf 
das spätere Berufsleben konkret um die Anwendung der 
Digitalisierung geht, haben wir an unseren Schulen Ausstattungsdefizite. 
Das findet bei Ihnen keinerlei Schwerpunkte. 
Das ist natürlich Sache der Schulträger  bevor Sie 
es dazwischenrufen oder nachher in den Reden mit thematisieren 
; aber das Land hat hier, wie wir finden, eine Mitverantwortung, 
da es nicht vom Finanzrahmen abhängig 
gemacht werden kann, ob Förderung und Ausstattung voranschreiten 
oder ob Schulen nachher zurückbleiben. 

(Torsten Warnecke und Heike Hofmann (Weiterstadt) 
(SPD): So ist es!) 

Frau Ministerin, das ist insgesamt ein Aspekt, den Sie bei 
dem ganzen Thema Bildung  Menschen stark machen, um 
Digitalisierung zu bewältigen  völlig außer Acht gelassen 
haben: Für uns sind digitale Bildung und Medienkompetenz 
in unseren Bildungseinrichtungen ein Schlüssel für 
gleiche Chancen zur Befähigung im digitalen Wandel für 
alle, egal ob daheim alles digital vernetzt ist oder fast alles 
noch analog zugeht. 

(Beifall SPD und Torsten Felstehausen (DIE LINKE)) 

Es hat noch eine andere Seite. Sie haben durch einen klugen 
Einsatz der Digitalisierung in den Schulen  ob allgemeinbildend 
oder beruflich  eine viel größere Chance der 
individuellen Förderung des einzelnen Lernenden. Ich will 
zum Thema Digitale Technik im Bereich der Lernstandserfassung 
und dazu, wie wir es damit schaffen könnten, 
zielgenauer, individueller zu unterstützen und frühzeitig 
Förderbedarfe zu erkennen, nur kurz auf Schweden verweisen. 
All das wäre konkrete Anwendung von Digitalisierung 
in unseren Schulen. 

(Beifall SPD und Torsten Felstehausen (DIE LINKE) 
 Zuruf Michael Boddenberg (CDU)) 

Aber  das ist ein Thema des Kultusministers  wer nicht 
weiß, wie es in den eigenen Schulen aussieht, der kann natürlich 
auch keine eigenen Akzente setzen. Frau Ministerin, 
deswegen wäre es ganz spannend, den Digi-Check, den 
wir für Unternehmen in Hessen anbieten, auch konkret an 
allen Schulen in unserem Land einzubinden  ein echter 

Digi-Check für die Schulen, um zu wissen, wo wir eigentlich 
stehen, was wir brauchen und wo es Nachholbedarf 
gibt. 

(Beifall SPD) 

Ich habe ganz am Anfang von der Kompetenz und der 
Souveränität des Einzelnen in der digitalen Gesellschaft 
gesprochen. Deswegen: Medienbildung, Jugendmedienschutz 
und der konstruktive, kritische Umgang mit Daten 
und Meinungen im Netz, all das wäre es wert, dass man in 
Zeiten von Fake News, von Hass und Hetze im Netz aktiv 

 auch in der Regierungserklärung  darauf eingeht. 
Frau Ministerin, wenn Sie sich des Themas insgesamt annehmen 
wollen, die digitalen Kompetenzen des Einzelnen 
zu stärken und zu fördern, wäre das eine echte Chance, 
aber dazu schweigen Sie lautstark. Es zählen die Inhalte 
und die digitalen Konzepte, das, was in die Köpfe muss, 
um Digitalisierung selbst aktiv zu gestalten und meistern 
zu können. Das liefern Sie nicht, auch nicht mit dem Digitalministerium. 

Frau Sinemus, Sie haben die ethische Diskussion angesprochen. 
Wir haben im Ausschuss schon darüber diskutiert. 
Wenn wir die Digitalisierung als die gesellschaftliche 
Herausforderung beschreiben, die sie ist: Wir haben in 
Hessen mit dem Energiegipfel, mit dem gemeinsamen Bestreben 
bei der Integration Geflüchteter in unserem Land 
und mit anderen Beispielen gezeigt, dass es für große Herausforderungen 
eben nicht einen Closed Shop der Regierung 
braucht, sondern einen gemeinsamen gesellschaftlichen 
Diskurs und gemeinsame Entscheidungen. Deswegen 
ist Ihr Weg, den Sie mit Ihrer Ethikkommission eingeschlagen 
haben, ein falscher. Ich fordere Sie hier auf, auch die 
Politik einzubeziehen, um gemeinsam zu gestalten. 

(Beifall SPD und Torsten Felstehausen (DIE LINKE)) 

Frau Ministerin, zur Infrastruktur gäbe es auch vieles zu 
sagen. Ich will Ihnen an der Stelle sagen, dass Ihre Vergleiche 
mit anderen Bundesländern  dass wir hier auf einem 
guten Weg sind  so falsch wie auch gefährlich sind, weil 
sie vorgaukeln, dass alles irgendwie in der Reihe ist und 
sein wird. Nein, auch die Annahmen, die Sie in Ihrer Rede 
vorgetragen haben, sind zum Teil schlichtweg falsch. 

("
047461152_20_2019-24_pdf_027_047461152_20_2019-24_pdf_027_0009,Günter Rudolph,SPD,SPD,3623,"Gut, dass überhaupt jemand 
da ist!) 

Ihnen darf man also keinen Vorwurf machen. Den Vorwurf 
machen wir der Landesregierung und ihrer Vorgängerregierung. 
Dort wurde nicht rechtzeitig dafür gesorgt, dass in 
Hessen ausreichend Lehrer und Lehrerinnen ausgebildet 
werden. 

(Lebhafter Beifall SPD) 

Das finden Sie alles im Dossier des Hessischen Rundfunks. 
Da findet sich auch ein Interview mit einer ausgebildeten 
Lehrerin, die sagt: Qualität ist das nicht, aber wir haben inzwischen 
akzeptiert, dass das so ist.  Solch eine Resignation 
macht mich betroffen. 

(Zurufe: Oh!  Oje!  Arme SPD!) 

Das darf nicht so bleiben. Dort, wo Schule draufsteht, 
muss auch Schule drin sein. Eine Lösung, die als Notlösung 
akzeptabel ist, darf nicht die Regel werden. Wir dürfen 
uns mit dieser Situation nicht abfinden. 

(Beifall SPD) 

Die Redakteurin des Hessischen Rundfunks  das können 
Sie, wie gesagt, alles nachlesen  hat ausgeführt: Ich bin 
weit davon entfernt, zu sagen, dass ich hier professionell 
als Grundschullehrerin arbeiten könnte.  Nach elf Wochen 
Erfahrung sagt sie: Das habe ich nicht geschafft. Ich bin eigentlich 
bestens geeignet  Akademikerin, in der Aus- und 
Fortbildung beim Rundfunk tätig. 

(Zuruf CDU: Das ist die SPD!) 

Um mehr als 20 Grundschulkinder auf einmal zu unterrichten, 
war das aber nicht genug. Nach drei Tagen 
habe ich gemerkt: Mir fehlt das didaktische und 
pädagogische Handwerkszeug. 

Was fordern wir? Wir wollen, dass die Herausforderungen 
endlich anerkannt werden. Erkennen Sie auch an, dass der 
Lehrerbedarf noch steigen wird. Mit dem Rechtsanspruch 
auf ganztägige Bildung und Betreuung brauchen wir weiterhin 
mehr Studienkapazitäten. Wir benötigen endlich eine 
Bedarfsplanung, die dem auch gerecht wird. Wenn es 
heißt, das liege an der Zuwanderung, kann ich dem nur 
entgegnen: Das macht nur einen ganz kleinen Bruchteil 
aus. 

Wir brauchen außerdem ein gutes und attraktives Quereinsteigerprogramm, 
eines, das auch Menschen machen. Deswegen 
ist es so falsch, dass diese Regierungskoalition beabsichtigt, 
dieses Quereinsteigerprogramm zu kürzen. Wir 
müssen bessere Bedingungen schaffen. 

(Beifall SPD) 

Wir haben dazu schon 2017 einen Vorschlag vorgelegt, wie 
man durch bessere Bedingungen, weniger Unterrichtsverpflichtungen 
dieses Programm attraktiv gestalten kann. 
Wir sind der Meinung, wir brauchen A 13 für alle Grundschullehrkräfte, 
damit auch Lehrkräfte für Gymnasien, Real- 
und Hauptschulen bereit sind, das zu machen. 

(Beifall SPD und Jan Schalauske (DIE LINKE)) 

Es macht übrigens auch keinen Sinn  da, muss ich sagen, 
sind viele hier nicht stimmig , einerseits zu sagen: Wir 
sind als einziges Bundesland nicht in der TdL und kochen 
unser eigenes Süppchen.  Aber wenn es um A 13 geht, 
heißt es: Wir wollen eine gemeinsame, gesamtdeutsche Lösung. 
 Meine Damen und Herren, das passt nicht zusammen. 
Da müssen Sie sich auch einmal entscheiden, was Sie 
eigentlich wollen. 

(Beifall SPD) 

Wir wollen ein Stipendienprogramm. Darüber werden wir 
morgen Abend noch reden. Wir brauchen wirklich eine gute 
Qualifizierung von Quereinsteigern. Ich weiß, dass heute 
sicherlich wieder Berlin angesprochen wird. Jawohl, meine 
Damen und Herren, da ist der Lehrermangel noch größer. 
Aber dort gibt es erstens ein verpflichtendes Programm für 
Quereinsteiger, also für Lehrkräfte ohne Ausbildung. Diese 
müssen sich erst einmal verpflichtend die Basics verschaffen. 
Zweitens gibt es für diese Lehrkräfte berufsbegleitend 
mit Entlohnung ein Programm. Dieses Programm wird sogar 
vom hr empfohlen. Also bitte auch hier nicht nur auf"
047461152_20_2019-24_pdf_027_047461152_20_2019-24_pdf_027_0021,Nancy Faeser,SPD,SPD,1195,"Die haben wir eben nicht an 
den Grundschulen!  Weitere Zurufe SPD) 

Warum ist die Lage so angespannt? Das hat drei Gründe. 
Der erste Grund ist natürlich die gestiegene Geburtenrate  
von 1,4 auf 1,6 in zwei oder drei Jahren. Das ist eine Hausnummer. 
Das hat es in Jahrzehnten in Deutschland nicht 
gegeben. Es ist eigentlich auch eine schöne Nachricht, aber 
das hat es eben seit Jahrzehnten nicht gegeben. 

Das Zweite ist die Zuwanderung, übrigens keineswegs nur 
von Geflüchteten, damit wir diese Diskussion auch gleich 
abräumen. Es ist z. B. ganz viel EU-Zuwanderung dabei. 
Aber da sind auch innerhalb von zwei oder drei Jahren 

80.000 Seiteneinsteigerinnen und Seiteneinsteiger bei uns 
im Schulsystem eingetroffen, nur in Hessen. Das hat es 
auch seit Jahrzehnten nicht gegeben. 
Der dritte Grund sind die vielen Tausend Stellen, die diese 
Landesregierung mit der tatkräftigen Mithilfe dieses Hohen 
Hauses in den letzten Jahren geschaffen hat, sodass wir 
jetzt im Vergleich zu 1999 mit 10.000 Lehrerinnen und 
Lehrern mehr arbeiten, obwohl wir 80.000 Schülerinnen 
und Schüler weniger haben. Würden wir noch mit der Lehrerrelation 
von 1999 arbeiten, hätten wir überhaupt keine"
047461152_20_2019-24_pdf_027_047461152_20_2019-24_pdf_027_0022,Torsten Warnecke,SPD,SPD,1304,"Gegenüber 
Abgeordneten!) 

Präsident Boris Rhein: 

Ich war es schon. 

Prof. Dr. R. Alexander Lorz, Kultusminister: 

Okay, dann nur noch zwei Sätze zum Abschluss.  Die 
Entwicklungen im Bereich Geburtenrate und Zuwanderung 
sind sichtbar geworden  die Statistiker haben uns gesagt, 
es kommt ein Trend  im Jahr 2015. Seit 2016 steuern wir 
dagegen. 

Aber sieben Jahre dauert die Ausbildung von Lehrerinnen 
und Lehrern. Diejenigen, die jetzt seit 2016 neu im System 
sind, kommen erst ab 2023 an die Schulen. Deswegen können 
Sie auch in der Prognose der Kultusministerkonferenz 
nachlesen, dass wir ab da wieder eine entsprechende Entspannung 
erwarten. 

Das ist ein Prozess, der sich nicht beschleunigen lässt. Bis 
dahin können wir nur mit den Maßnahmenprogrammen 
weiterarbeiten, die wir auch jetzt schon fahren und die wir 
weiterhin fahren werden. Wie gesagt, dazu hat die Opposition 
keine einzige zusätzliche, neue Idee geliefert.  Vielen 
Dank für Ihre Aufmerksamkeit. 

(Beifall CDU und BÜNDNIS 90/DIE GRÜNEN  
Zuruf Nancy Faeser (SPD)) 

Präsident Boris Rhein: 

Herzlichen Dank, Herr Staatsminister.  Mir liegt eine weitere 
Kurzintervention der Kollegin Kula vor. Frau Kollegin 
Kula, Sie haben das Wort für zwei Minuten. Der Kultusminister 
kann dann, wenn er Lust hat, erwidern."
047461152_20_2019-24_pdf_027_047461152_20_2019-24_pdf_027_0043,Robert Lambrou,AfD,AfD,3426,"Sehr geehrter Herr Präsident, sehr verehrte Kolleginnen 
und Kollegen, sehr geehrte Zuschauerinnen und Zuschauer! 
Ich melde mich zu Wort, weil ich eben vom Herrn Minister 
direkt angesprochen wurde. 

Eine Klarstellung will ich zu Beginn vornehmen: Ich kann 
mich nicht daran erinnern, wann ich im Wiesbadener 
Stadtparlament zum Thema Citybahn geredet habe. Ich gehöre 
der Fraktion an. Aber es gibt dort einen verkehrspolitischen 
Sprecher. 

Ich finde es aber interessant, dass Sie das angesprochen haben. 
Denn die Verkehrswende, die in Wiesbaden geplant 
wird und die sich nicht nur auf die Citybahn beschränkt, 
sondern auch auf entsprechende klimaneutrale Busse, wird 
in Zukunft kaum noch bezahlbar sein. Das wird den Wiesbadener 
Kommunalpolitikern zunehmend bewusst. Vielleicht 
ist das auch der Geist der Initiative der SPD-Fraktion. 
Denn die Kommunen kommen mit den Kosten im 
Grunde genommen kaum noch selbst klar. 

Die Citybahn in Wiesbaden kann übrigens durchaus sinnvoll 
sein. Trotzdem hat Herr Kollege Gagel aus dem 
Rheingau-Taunus-Kreis gute Argumente, zu sagen: Das 
gilt aber nicht für den Rheingau und den Taunus. Da wäre 
eine S-Bahn viel sinnvoller.  Genau das hat er auch zu 
Protokoll gegeben. 

Worauf ich auch noch hinweisen möchte, ist, dass hier immer 
wieder betont wird  Sie haben es in Ihrer Rede auch 
getan, Herr Minister , dass die Kommunen am Ende nicht 
nur die Entscheidung darüber treffen, sondern auch mit den 
laufenden Kosten klarkommen müssen. Es ist gerade die 
Wiesbadener AfD gewesen, die sich für ein Bürgerbegehren 
eingesetzt hat zu einem Zeitpunkt, als das noch kein 
Automatismus war, ob man eine Citybahn hat oder nicht. 
Es waren mehrheitlich die anderen Fraktionen, die das erfolgreich 
unterbunden haben. 

Die Position der AfD bei vielen Themen ist, dass wir uns 
am Willen der Bürger orientieren sollten. Was ich bei den 
GRÜNEN immer wieder erlebe  das habe ich in Ihrer Rede 
eben auch eindrucksvoll vernommen , ist im Grunde 
genommen Ideologie. Es mag sinnvoll sein, hier eine Stra

ßenbahn zu machen und dort Busse  aber für die GRÜNEN 
sind Straßenbahnen konsequent gut, weswegen jeder, 
der hier am Rednerpult Argumente dagegen hat, automatisch 
wieder in irgendeiner Ecke ist. 

(Beifall AfD) 

Die AfD orientiert sich eben nicht an Ideologien, sondern 
wir gehen Themen pragmatisch an. 

(Lachen Jürgen Frömmrich und Mathias Wagner 
(Taunus) (BÜNDNIS 90/DIE GRÜNEN)) 

Das hat der Kollege Gagel ausgeführt. Sie können gerne 
anderer Meinung sein, aber dann lassen Sie uns auch unsere 
Meinung.  Vielen Dank. 

(Beifall AfD  Zurufe: Oh!) 

Vizepräsident Frank Lortz: 

Vielen Dank, Herr Kollege Lambrou.  Keine weiteren 
Wortmeldungen. 

Wir überweisen den Gesetzentwurf zur weiteren Beratung 
und zur Vorbereitung der zweiten Lesung an den Ausschuss 
für Wirtschaft, Energie, Verkehr und Wohnen.  
Allgemeine Zustimmung. 

Ich rufe Tagesordnungspunkt 4 auf: 

Erste Lesung 
Gesetzentwurf 
Fraktion der CDU, Fraktion BÜNDNIS 90/DIE GRÜNEN 
Gesetz zur Verbesserung der politischen Teilhabe von 
ausländischen Einwohnerinnen und Einwohnern an 
der Kommunalpolitik sowie zur Änderung kommunal-
und wahlrechtlicher Vorschriften 
 Drucks. 20/1644  

zusammen mit Tagesordnungspunkt 58: 

Antrag 
Fraktion der SPD 
Stärkung der hessischen Ausländerbeiräte 
 Drucks. 20/1643  

Der Gesetzentwurf wird vom Kollegen Bauer eingebracht. 
Bitte sehr. 

("
047461152_20_2019-24_pdf_027_047461152_20_2019-24_pdf_027_0044,Günter Rudolph,SPD,SPD,262,"Was sagen denn die Ausländerbeiräte 
dazu?) 

denn die Regelungen in § 88 HGO, die die Rechte und 
Pflichten der Ausländerbeiräte festlegt, werden ausdrücklich 
aufrechterhalten und sogar durch ein eigenes Antragsrecht 
ergänzt. Wir stärken sogar die Rechte. 

("
047461152_20_2019-24_pdf_027_047461152_20_2019-24_pdf_027_0044,Janine Wissler,LINKE,DIE LINKE,1281,"Das haben die Ausländerbeiräte 
also bloß nicht verstanden!) 

Zudem wird eine weitere Forderung der agah aufgenommen, 
dass wir natürlich zur Mobilisierungsverbesserung 
und zu einer höheren Wahlbeteiligung auch dafür sorgen 
wollen, eine Forderung aufzugreifen und umzusetzen, dass 
wir den Wahltermin für die Ausländerbeiräte mit dem 
Wahltermin der Kommunalwahl gleichsetzen. Das sind 
zwei wichtige Forderungen der agah, die wir zur Stärkung 
der Ausländerbeiräte umsetzen. 

(Beifall CDU und BÜNDNIS 90/DIE GRÜNEN  
Zuruf Janine Wissler (DIE LINKE)) 

Indem wir zum einen das Bestehende weiterentwickeln 
und optimieren, ergänzen wir es durch eine Integrationskommission 
zur Verbreiterung der politischen Partizipation. 

(Unruhe  Glockenzeichen) 

Was eine Kommission gemäß § 72 HGO darf, muss ich 
nicht intensiv erläutern. Aber wir wollen dieses in der 
Kommunalpolitik etablierte Instrument, dieses bewährte 
Gremium jetzt auch speziell für Integrationsangelegenheiten 
etablieren; denn es gibt durchaus viele gute Beispiele, 
bei denen das Miteinander fachlich Betroffener, also sogenannter 
sachkundiger Bürgerinnen und Bürger, mit Vertretern 
der Kommunalpolitik ganz hervorragend funktioniert 
und zu guten Ergebnissen für die politische Praxis vor Ort 
führt. 

("
047461152_20_2019-24_pdf_027_047461152_20_2019-24_pdf_027_0045,Turgut Yüksel,SPD,SPD,464,"Sehr geehrter Herr Präsident, liebe Kolleginnen und Kollegen! 
Es gibt für Ausländerinnen und Ausländer in Hessen 
im Wesentlichen ein einziges Recht, um politisch zu partizipieren, 
und zwar das Wahlrecht im Rahmen des Ausländerbeirats 
auf kommunaler Ebene. 

Nach dem Willen von Schwarz-Grün wird es weniger 
Wahlen zum Ausländerbeirat geben. Das heißt, Schwarz-
Grün baut in diesem Zusammenhang die Demokratie in 
Hessen ab, 

(Beifall SPD, AfD und DIE LINKE "
