doc_id,speaker,party,party_raw,speech_length,full_text
047461152_20_2019-24_pdf_129_047461152_20_2019-24_pdf_129_0024,Alexander Bauer,CDU,CDU,410,"Auch nicht geschasst!) 

Vizepräsident Frank Lortz: 

Vielen Dank, Herr Staatsekretär.  Damit ist diese Aktuelle 
Stunde behandelt. 

Ich rufe Tagesordnungspunkt 66 auf: 

Antrag Aktuelle StundeFraktion der AfD 
Steuern und begrenzen Sie den Zustrom an Flüchtlingen 
aktiv!  dramatischen Hilferuf der Main-Taunus-
Kreis-Gemeinden an den Ministerpräsidenten Boris 
Rhein ernst nehmen 
 Drucks. 20/10549 "
047461152_20_2019-24_pdf_129_047461152_20_2019-24_pdf_129_0025,Robert Lambrou,AfD,AfD,5214,"Sehr geehrter Herr Präsident, sehr verehrte Damen und 
Herren! Heute findet in Berlin aus guten Gründen der 
sogenannte Flüchtlingsgipfel statt, obwohl es eigentlich 
überwiegend um Sozialmigranten und illegale Einwanderer 
geht. 

(Beifall AfD) 

Allein 300.000 Ausländer sind aktuell vollziehbar ausreisepflichtig, 
fast 20.000 Menschen davon in Hessen. Kaum 
noch ein Tag vergeht ohne Alarmruf aus den Kommunen 
in Deutschland über die dramatische Migrationslage. Das 
ist ein passender Anlass, die heutige Aktuelle Stunde der 
AfD dem offenen Brief des Landrats Michael Cyriax, 
CDU, des Main-Taunus-Kreises und seiner Bürgermeister 
zum Thema Flüchtlinge von Ende Januar zu widmen. 

Es ist der zweite offene Brief seiner Art in Hessen, nachdem 
der erste vom Wetterauer Landrat Jan Weckler, CDU, 
und seinen Bürgermeistern scheinbar ungehört verhallte, 
obwohl wir ihn hier im November bereits thematisiert 
hatten. Seinerzeit waren Sie, Herr Ministerpräsident, zwar 
physisch anwesend, ergriffen aber nicht das Wort in der 
Aktuellen Stunde der AfD, obwohl die Politiker in dem 
offenen Brief Sie ausdrücklich aufforderten: Machen Sie 
die aktuelle Flüchtlingssituation zur Chefsache! 

(Beifall AfD) 

Beim Flüchtlingsgipfel ist die Bundesinnenministerin und 
hessische SPD-Spitzenkandidatin, Nancy Faeser, übrigens 
allein zu Hause. Bundeskanzler Olaf Scholz will heute in 
Hannover lieber zwischen zwei Terminen die Herzensbäckerei 
Künne besuchen. 

(Zuruf Sabine Waschke (SPD)) 

Herr Ministerpräsident, bitte nehmen Sie diesen offenen 
Brief dieses Mal ernster, und antworten Sie hier im Parlament 
auf ihn. Es sind schließlich Ihre eigenen Leute, Ihre 
eigenen Bürgermeister und Landräte, die Ihnen hier so klar 
kommunizieren, wie sie es sich nur trauen, dass es so nicht 
mehr weitergeht. Sie rufen um Hilfe. 

(Beifall AfD) 

Ist das Parlament nicht ein angemessener Ort für den 
Ministerpräsidenten, dazu öffentlich Stellung zu nehmen? 
Wie auch immer, die Bürgermeister im Main-Taunus-Kreis 
formulieren ihre Forderungen noch klarer als die Bürgermeister 
in der Wetterau, vermutlich, weil seit deren offenem 
Brief fast vier weitere Monate vergangen sind, ohne 
dass sich in Hessen oder in Deutschland substanziell etwas 
geändert hat. 

Ein paar Sätze aus dem offenen Brief an den Ministerpräsidenten: 

Steuern und begrenzen Sie den Zustrom von Flüchtlingen 
aktiv! Schauen Sie genau hin, wer unserer 
Hilfe bedarf und wer nicht! Führen Sie Menschen, 
die sich unrechtmäßig in der Bundesrepublik aufhalten, 
auch aktiv zurück,  

Ein weiteres Zitat: 

Helfen Sie uns durch konsequente Anwendung von 
Gesetzen, um der aktuellen Lage gerecht zu werden, 
und setzen Sie keine weiteren Anreize, sich aus wirtschaftlichen 
Gründen auf den Weg in die Bundesrepublik 
zu machen. 

Das kann man übrigens auch auf das freiwillige Aufnahmeprogramm 
der schwarz-grünen Landesregierung für 

1.000 Afghanen beziehen. Damit schaffen Sie, Herr Ministerpräsident, 
nämlich hier in Hessen selbst einen kräftigen 
Pullfaktor für weitere Masseneinwanderung. Beenden Sie 
dieses freiwillige Aufnahmeprogramm. 
(Beifall AfD) 

Natürlich stehen in dem offenen Brief aus dem Main-Taunus-
Kreis auch andere Sätze, auf die sich nachfolgende 
Redner vielleicht beziehen und mir Vorhaltungen machen 
werden, dass ich ausgerechnet diese Passagen nicht erwähnte. 
Zum Beispiel dieser Abschnitt:, damit wir unsere Ressourcen für die einsetzen 
können, die wirklich unserer Hilfe bedürfen! Diesen 
Menschen mit großer Kraft und hohem Einsatz zu 
helfen, entspricht unserem Selbstverständnis und unserem 
Wertekompass. 

Solche Sätze sind aus unserer Sicht aber auch eine Art 
Absicherung, mit der die Landräte und Bürgermeister versuchen, 
ihren offenen Brief insgesamt politisch zu überleben. 
Mut zur Wahrheit bekommt einem als Politiker beim 
Thema illegale Masseneinwanderung in Deutschland in der 
Regel überhaupt nicht. 

Die Neue Zürcher Zeitung schrieb vor Kurzem: 

Man konnte es förmlich kommen sehen. Die vor 
allem in Deutschland stets unter moralischen Aspekten 
geführte Debatte über Asyl, Migration und Integration 
ist an einem Wendepunkt angelangt. Der 
Druck der Verhältnisse erzwingt geradezu einen realistischeren 
Blick auf die Zustände,  

(Beifall AfD) 

Weiter heißt es: 

Dass alles seine Grenzen hat, weiß der Menschenverstand 
seit je, aber nun wird ganz handgreiflich, 
dass man nicht in kurzer Zeit beliebig viele Zuwanderer 
aufnehmen kann, ohne die gesellschaftlichen 
Verhältnisse in eine bedrohliche Schieflage zu bringen, 
ob im Sozial-, im Gesundheits- oder Bildungssystem, 
im ganz normalen Alltag, bei Kultur und 
Religion und im Arbeitsleben. 

Es ist übrigens seit 2015 die Alternative für Deutschland, 
die immer und immer wieder darauf hingewiesen hat. 

(Beifall AfD) 

Was wurden wir von den anderen Parteien und Teilen der 
Medien jahrelang niedergemacht und ausgegrenzt, einfach, 
weil wir die Wahrheit thematisierten: Die illegale Masseneinwanderung 
überfordert mehr und mehr Bereiche unserer 
Gesellschaft. 

(Zuruf Jürgen Frömmrich (BÜNDNIS 90/DIE GRÜNEN)) 

Ich komme zum Ende. Eine echte Zeitenwende in Sachen 
Migrationspolitik ist dringend notwendig; denn die Fol"
047461152_20_2019-24_pdf_129_047461152_20_2019-24_pdf_129_0026,Saadet Sönmez,LINKE,DIE LINKE,3771,"Danke sehr, Herr Präsident.  Zeynep hanim, korkma  
das heißt: Frau Zeynep, haben Sie keine Angst, wir sind 
da. 

Meine Damen und Herren, das sind drei Wörter, die einzigen 
drei Wörter, die ein Helfer namens Daniel bei den 
Bergungen gelernt hat und gesagt hat. Diese Wörter kursieren 
in den sozialen Medien, und es wird sich immer 
wieder bedankt bei Daniel. Ich möchte mich stellvertretend 
für alle Helferinnen und Helfer, die vor Ort sind oder die 
aus dem Ausland geholfen haben, ganz herzlich bei Daniel 
bedanken. 

(Beifall DIE LINKE und vereinzelt SPD) 

Meine Damen und Herren, das ist grenzüberschreitende, 
gelebte Solidarität. Noch einmal ein herzliches Dankeschön 
dafür an alle. 

Herr Wagner hat noch am Dienstag hier am Rednerpult 
verkündet: Es wird keine Abschiebungen in die Krisenregion 
geben.  Herr Wagner, in die Krisenregion, in dieses 
Gebiet können Sie gar nicht abschieben, weil man die 
Flughäfen dort nicht anfliegen kann. Deshalb können Sie 
dorthin auch nicht abschieben. 

In die Türkei wird aber weiterhin unbeirrt abgeschoben, 
auch aus Hessen, Herr Wagner. Das bestätigte das Innenministerium 
gestern auf eine Anfrage des Flüchtlingsrats. 
Man hat ihm gesagt, wo sie sich danach niederlassen, sei 
dann ihr Problem.  Also war Ihre Aussage am Dienstag 
vermutlich nichts anderes als Augenwischerei, Herr Wagner, 
und das ist unredlich. 

(Beifall DIE LINKE  Mathias Wagner (Taunus)
(BÜNDNIS 90/DIE GRÜNEN) schüttelt den Kopf.) 

Die Tatsache, dass sich im Moment drei Menschen für die 
Abschiebung in die Türkei in der Abschiebehafteinrichtung 
in Darmstadt befinden und zwei davon im Übrigen 
aus dem syrischen Grenzgebiet stammen, macht es noch 
deutlicher, dass es nichts anderes als Augenwischerei war. 
Denn, würden Sie es ernst meinen mit Ihrem viel beschworenen 
Mitgefühl, würden Sie einen formellen Abschiebestopp 
nach § 60a Aufenthaltsgesetz erlassen  das können 
Sie auf Landesebene tun  und die inhaftierten Menschen 
unverzüglich aus der Abschiebehaft entlassen. Das wäre 
die Konsequenz aus Ihren Ausführungen von diesem Rednerpult 
aus. 

(Lebhafter Beifall DIE LINKE) 

Herr Wagner, es ist übrigens echt unredlich, den Menschen 
in dieser katastrophalen Situation nur diese Halbwahrheiten 
von diesem Rednerpult aus zu verkünden. Das ist wirklich 
unredlich und nicht angebracht. 

Meine Damen und Herren, zu der erschreckenden Situation 
in den Erdbebengebieten in der Türkei und in Syrien wurde 
vorgestern zwar schon einiges gesagt. Aber lassen Sie 
mich noch einen der Punkte ergänzen, die unerwähnt blieben. 
Laut einem Artikel der Berliner Zeitung fordern die 
christlichen Kirchen ein Ende der EU-Sanktionen gegen 
Syrien. Der Kirchenrat, der im Nahen Osten etwa 30 Kirchen 
und kirchliche Gemeinschaften, unter anderem auch 
Katholiken und Protestanten, vertritt, beklagt: 

Die Sanktionen treffen seit Jahren die Bevölkerung 
schwer und nicht die herrschenden Gruppen. Wegen 
der Sanktionen kommt nun auch die Erdbebenhilfe 
nicht in Syrien an,  

Das gehört leider auch zur bitteren Wahrheit in der Region, 
und es liegt nun in der Hand der Bundesregierung und der 
EU, ob die ohnehin schon massiv leidende Bevölkerung in 
Syrien weiterhin leidet oder endlich erlöst wird. 

Meine Damen und Herren, in der Debatte vorgestern wurde 
unter anderem vielfach auf die Einreiseerleichterungen 
für Erdbebenopfer aus der Türkei lobend verwiesen. Da 
stellt sich aber eine Frage: Erachtet es die Bundesregierung 
tatsächlich als eine Erleichterung bei den Anforderungen, 
die diesen Menschen für die Einreise auferlegt werden? 
Krankenversicherungsnachweis, biometrisches Foto, 
Wohnsitznachweis mit Historie, gültiger Pass usw. usf., ist 
das eine ernst gemeinte, schnelle, unbürokratische Hilfe? 

("
047461152_20_2019-24_pdf_129_047461152_20_2019-24_pdf_129_0026,Elisabeth Kula,LINKE,DIE LINKE,719,"Das hat man auch 
alles beim Erdbeben dabei!) 

Ich würde sagen: Nein. 

(Beifall DIE LINKE) 

Abgesehen davon, dass es für die Menschen, deren ganzes 
Leben, deren ganze Existenz in Trümmern liegt, unmöglich 
sein wird, diese Dokumente beizubringen, gibt 
es noch die ohnehin schon heillose Situation der hiesigen 
Ausländerbehörden. Es wird schier unmöglich sein für die 
Angehörigen hierzulande, einen Termin bei der Ausländerbehörde 
zu bekommen, um eine Verpflichtungserklärung 
einzureichen, die ebenfalls zu den Anforderungen für ein 
Visum gehört, ganz zu schweigen von einem schnellen 
Termin. An diesen schnellen Termin werden sie vermutlich 
überhaupt nicht herankommen bei dieser Lage der Ausländerbehörden."
047461152_20_2019-24_pdf_129_047461152_20_2019-24_pdf_129_0029,Thomas Hering,CDU,CDU,4036,"Herr Präsident, beides. Es ist Ihnen gelungen. Wie Sie 
sehen, bin ich schon da. 

Sehr geehrter Herr Präsident, sehr geehrte Kolleginnen und 
Kollegen, liebe Zuschauer! Das ist ein Erdbeben, das die 
ganze Welt erschüttert hat. Wir haben es mehrfach erörtert. 
Es ist das beherrschende Thema dieser Woche. 

Wir sehen die Not. Hessen hilft. Wir haben die vielen 
Transporte und Einsätze, die erschöpften Gesichter der 
Einsatzkräfte, die zurückgekehrt sind, vor Augen. Auch 
wenn die Wunder  wir bezeichnen das so  von überraschend 
Geretteten immer weniger werden, so gibt es doch 
eine große Zahl an Geborgenen, Verletzten und Verwaisten. 
Einigen von ihnen können wir vielleicht Hilfe und 
Trost auch hier in Deutschland bieten. 

Ich zitiere einen Kommentar aus der Fuldaer Zeitung: 

Deshalb sollte Betroffenen mit engen Verwandten 
in Deutschland durch eine vereinfachte Visavergabe 
die Möglichkeit gegeben werden, eine Weile in 
die Bundesrepublik zu kommen, sich medizinisch 
behandeln zu lassen und sich von dem Trauma ein 
Stück weit zu erholen. 

Diese engen Verwandten sorgen dann für die Unterbringung, 
für Lebensunterhalt und auch die spätere Ausreise; 
Herr Yüksel hat es angesprochen. Damit wäre eine weitere 
Migrationswelle aus der Türkei nicht zu befürchten. Es 
wäre auch ein schlechtes Signal; unsere Kommunen sind ja 
schon am Limit. 

Wenn wir den Opfern aus den Krisengebieten diese Hilfe 
zukommen lassen wollen, dann ist es selbsterklärend, dass 
wir natürlich genau dorthin auch nicht abschieben  egal, 
ob es faktisch möglich ist durch Flughäfen oder nicht: dorthin 
natürlich nicht. Aber es sind eben nicht alle Regionen 
in der Türkei vom Erdbeben betroffen. Nicht die gesamte 
Türkei ist Krisengebiet. 

(Widerspruch DIE LINKE) 

Dann dürfen Sie aber das Erdbeben jetzt nicht zu einem 
Abschiebestopp heranziehen. Da müssen Sie eine andere 
Linie fahren. Von daher erschließt sich mir Ihre Forderung 
nicht. Wieso ein Abschiebestopp in die Türkei als Ganzes? 

(Zuruf Elisabeth Kula (DIE LINKE)) 

Auch die Bundesrepublik, ganze Kommunen und besonders 
auch die Landkreise, sie ächzen unter den vielen 
aktuellen Belastungen und Herausforderungen durch die 
vielen weiteren Krisen weltweit. Wir sehen doch, wo wir 
noch gefordert werden: ein Krieg in Europa, zudem auch 
noch 300.000 Ausreisepflichtige, wo wir auch noch Ressourcen 
wieder zurückgewinnen müssen. Wir brauchen jede 
Ressource für die wirklich Schutzbedürftigen und die 
Menschen in großer Not. 

(Beifall CDU) 

Auch erschließt sich mir der Solidaritätsappell im Titel dieser 
Aktuellen Stunde nicht. Was haben denn die Menschen 
in Erdbebenregionen davon, wenn Ausreisepflichtige nicht 
in die übrigen Gebiete der Türkei abgeschoben werden? 
Vielmehr können wir am besten helfen und unsere Kräfte 
und Ressourcen konzentrieren, wenn wir sie für die wirklich 
Schutzbedürftigen vorhalten und für sie einsetzen  

z. B. für die Erdbebenopfer, die dann auch, wie ich eingangs 
erwähnte, bei den Angehörigen in Deutschland Hilfe 
und Betreuung erfahren können. 
(Zuruf Saadet Sönmez (DIE LINKE)) 

Das Problem bei den LINKEN ist  übrigens bei allen 
migrationsbezogenen Debatten, Frau Sönmez , dass sie 
nicht die Konsequenzen eines überlasteten Systems sehen 
wollen. Menschen mit Migrationshintergrund übrigens, die 
sich auch hier in Besuchergruppen immer mal wieder äußern, 
sehen diese Gefahren schon, und sie fragen auch 
explizit nach dem konsequenten Auftreten unseres Staates, 
was auch die Abschiebung von Straftätern betrifft. Sie können 
sich noch gut erinnern, denke ich. 

(Beifall Alexander Bauer (CDU)) 

Seien Sie doch ehrlich: Die LINKEN wollen überhaupt 
keine Abschiebungen, 

(Zuruf DIE LINKE: Genau!) 

mit oder ohne Verfolgung. Sie wollen keine Abschiebung. 
Dann sagen Sie es doch ehrlich und führen nicht dieses 
Thema mit dem Erdbeben an. 

(Beifall CDU) 

Sie wollen für alle öffnen, was sogar unsere Nachbarstaaten 
gegen uns aufbringt, und Sie sprechen von Abschottung. 
Das Gegenteil ist der Fall. 

("
047461152_20_2019-24_pdf_129_047461152_20_2019-24_pdf_129_0030,Tobias Utter,CDU,CDU,2198,"Die wissen doch ohnehin 
schon alles!) 

Es gibt derzeit keinen Abschiebestopp der Bundesregierung 
in die Türkei, da weite Landesteile eben nicht vom 
Erdbeben betroffen sind; das hat auch der Kollege Yüksel 
so gesagt. Aber für den Monat Februar ist  wir haben 
uns auch erkundigt  erst mal keine Abschiebung aus der 
Abschiebehafteinrichtung Darmstadt heraus aus Hessen in 
die Türkei  egal wohin in der Türkei  geplant. Das findet 
gerade nicht statt. 

(Zuruf Elisabeth Kula (DIE LINKE)) 

Sie haben selbst auch schon gesagt, dass für die Beurteilung 
der Sicherheitslage von Herkunftsländern grundsätzlich 
erst einmal der Bund zuständig ist, und eine Ausreisepflicht 
dann eben immer für ein gesamtes Land besteht und 
nicht nur für bestimmte Regionen. 

Noch einmal: Aus Hessen wird gerade niemand in die 
gesamte Türkei abgeschoben, und nach Syrien ohnehin gar 
nicht. Zu Syrien möchte ich doch noch ein paar Worte 
sagen. Ich möchte Ihnen jetzt einmal ein Zitat vorlesen: 

Doch diese Angst, bald nach Syrien zurückkehren 
zu müssen oder sogar abgeschoben zu werden, ist in 
nahezu allen Fällen unberechtigt, die meisten Menschen 
sind weit von einer drohenden Abschiebung 
entfernt. Denn die meisten von ihnen haben vom 
BAMF oder durch ein Gericht einen Schutzstatus 
erhalten, der sie trotz Aufhebung des Abschiebungsstopps 

 der wurde 2021 nicht verlängert  

sicher vor einer Abschiebung schützt. In der Regel 
sind dies der Flüchtlingsstatus oder der subsidiäre 
Schutz, in einigen Fällen auch ein sogenanntes nationales 
Abschiebungsverbot. Alle diese Status bedeuten, 
dass eine Abschiebung der Betroffenen nach 
Syrien verboten ist, unabhängig davon, wie sich die 
Abschiebungspraxis entwickelt. 

Wissen Sie, wer das geschrieben hat? Pro Asyl am 21. 
Januar. 

Ich finde, da muss man noch einmal genau hinhören und 
eines deutlich sagen: Verunsichern Sie die Geflüchteten 
aus Syrien bitte nicht, die jetzt hier sind und die hier 
sicher sind. Diese Schutz suchende Gruppe sollte sich in 
Deutschland sicher fühlen, und das darf sie auch. Noch 
einmal: In die Türkei wird aus Hessen derzeit natürlich 
nicht abgeschoben. 

(Beifall BÜNDNIS 90/DIE GRÜNEN und CDU  
Zuruf)"
047461152_20_2019-24_pdf_129_047461152_20_2019-24_pdf_129_0031,Christiane Böhm,LINKE,DIE LINKE,3746,"Am Montag sollte 
jemand abgeschoben werden!) 

 Ich spreche gerade vom Dienstag. Am Dienstag wurde 
hier gesagt  es hätte deutlicher beschrieben werden können; 
das ist aber ein anderes Thema , auch wenn es 
in dieser Situation vorübergehend angebracht sein mag, 
Abschiebungen auszusetzen, sind Abschiebungen trotzdem 
ein notwendiger Teil des Asylrechts. 
(Beifall Freie Demokraten und Tobias Utter (CDU)) 

Im Angesicht der Naturkatastrophe in der Türkei und Syrien 
erscheint mir diese Debatte daher unpassend. Denn 
jetzt geht es darum, die Menschen vor Ort bestmöglich 
und schnell zu unterstützen. Das tun die Bundesregierung, 
die Landesregierung, die Städte, und das tun auch die 
Menschen vor Ort in Hessen. Wir als Freie Demokraten 
unterstützen sie dabei. 

Wenn man einen Punkt thematisieren möchte, dann ist es 
das, was unter privaten Helfern in Hessen kursiert: Hat die 

Landesregierung schnell genug reagiert, auch im Vergleich 
zu anderen Bundesländern? 

(Zuruf Freie Demokraten: Nein!) 

Warum war die Schweigeminute in Schulen erst am neunten 
Tag? Was geht Kindern durch den Kopf, wenn es bis 
dahin wenige Zeichen der Solidarität gibt? Warum gab 
es keinen Besuch der Landesregierung bei den privaten 
Hilfsorganisationen und keine Anerkennung für das Ehrenamt? 
Warum gab es keine direkte Ansprache der vielen 
Organisationen in Hessen, die sich über längere Zeit im 
Erdbebengebiet engagieren werden? Sollte sich das Gefühl 
breitmachen, dass es für die umfassende Solidarität der 
Politik in Hessen länger braucht, wäre das schlecht für das 
Zusammengehörigkeitsgefühl der Menschen mit Beziehungen 
in das Erdbebengebiet. 

(Beifall Freie Demokraten) 

Hier wären klare Signale der Landesregierung sinnvoll. 
Dazu lade ich Sie ein. 

(Beifall Freie Demokraten) 

Vizepräsident Dr. h.c. Jörg-Uwe Hahn: 

Vielen Dank, Herr Pürsün.  Es liegen aus dem Kreise 
der Abgeordneten keine Wortmeldungen mehr vor, sodass 
ich frage, ob die Landesregierung das Wort dazu ergreifen 
möchte.  Bitte schön, Herr Staatssekretär. 

Stefan Sauer, Staatssekretär im Ministerium des Innern 
und für Sport: 

Herr Präsident, sehr geehrte Damen und Herren! Die 
schweren Erdbeben in der Türkei und in Syrien am 6. Februar 
dieses Jahres sind eine Tragödie größten Ausmaßes. 
Meine Gedanken sind bei den Familien und Angehörigen 
der Opfer, aber auch bei den Menschen, die vor Ort derzeit 
alles Erdenkliche tun, um zu helfen. 

Die Erdbeben in der türkisch-syrischen Grenzregion zählen 
zu den schwersten der letzten 100 Jahre, und sowohl auf 
türkischer als auch auf syrischer Seite wird bislang von 
mehreren Zehntausend Toten und Hunderttausenden Verletzten 
berichtet. Für einige Provinzen wurde mittlerweile 
der Ausnahmezustand verhängt. 

Die ersten Hilfskräfte, auch aus Hessen, sind der türkischen 
Bitte nach Unterstützung bei der Bergung von Verschütteten 
umgehend nachgekommen und sind unverzüglich 
aufgebrochen, um in die stark betroffenen Regionen zu 
reisen. So konnten durch ihren Einsatz bereits Menschen 
aus den Trümmern gerettet werden. Hierfür möchte ich an 
dieser Stelle meinen großen Dank zum Ausdruck bringen. 
Die hohe Spenden-und Hilfsbereitschaft der hessischen 
Bürgerinnen und Bürger sind ein großes Zeichen der Solidarität 
und des Mitgefühls. 

Gleichzeitig müssen wir jedoch bei allen Maßnahmen einen 
klaren Blick bewahren. Und das tut die Hessische Landesregierung. 
Die Forderung, aufgrund der Erdbeben einen 
Abschiebungsstopp in die Türkei zu erlassen, ist wieder 
einmal ein Paradebeispiel dafür, dass DIE LINKE jedes Ereignis 
für ihre politische Agenda instrumentalisiert. Selbstverständlich 
plant das Land Hessen aktuell keine Abschiebungsmaßnahmen, 
die die ausreisepflichtigen Personen un"
047461152_20_2019-24_pdf_129_047461152_20_2019-24_pdf_129_0032,Elisabeth Kula,LINKE,DIE LINKE,399,"Da hat uns die Kollegin 
Goldbach aber etwas anderes erzählt!) 

Vielmehr unterstützt die Bundespolizei entsprechende 
Maßnahmen auch weiterhin. Auch das Bundesamt für Migration 
und Flüchtlinge, kurz BAMF, hat in konkreter Einzelfallprüfung 
am 10. Februar 2023 mitgeteilt, dass das 
Erdbeben nach bisheriger Einschätzung keine Auswirkungen 
auf ein zielstaatsbezogenes Abschiebungsverbot habe. 

("
047461152_20_2019-24_pdf_129_047461152_20_2019-24_pdf_129_0040,Erich Heidkamp,AfD,AfD,214,"Ich bin eingeschränkt in der Antwort. 

Vizepräsident Dr. h.c. Jörg-Uwe Hahn: 

Okay. Vielen Dank, Herr Heidkamp, für den Redebeitrag. 

(Beifall AfD  Zuruf DIE LINKE: Ich tippe auf die 
illegale Massenmigration!)"
047461152_20_2019-24_pdf_129_047461152_20_2019-24_pdf_129_0046,Elisabeth Kula,LINKE,DIE LINKE,5106,"In so einem reichen Land!) 

Die Armutsrisikoquote in Hessen lag laut diesem Bericht 
2020 bei 17,9 %. 2021 zeigt uns der Armutsbericht der 
Parität, dass es schon 18,3 % sind. 

Das Schlimme ist, es interessiert Sie nicht. Wenn ich in 
dieses Plenum schaue, wird es mir ganz deutlich. Sie wollen 
nicht einmal wissen, warum es immer mehr Armut in 
Hessen gibt. Diese Landesregierung ist aber in der Pflicht, 
untersuchen zu lassen, welche tatsächlichen Gründe es 
gibt, dass fast jede zweite Alleinerziehende von Armut 
betroffen ist, dass die Armutsquote in Mittelhessen mit 
20,1 % am höchsten ist und dass Kinder ein Armutsrisiko 
sind. 

Ich zitiere einen Poetry-Slam von Ella Elia Anschein: 

Armut ist, wenn du dich als Kind für dein Teuersein 
schämst. 
Denn Armut ist, das dritte Kind zu sein in einem 
Land, 
in dem Armutsrisiko ab dem dritten Kind exponentiell 
ansteigt. 

Familienpolitik heißt aber, dafür zu sorgen, dass Kinder 
in diesem Land gut aufwachsen können, dass sie so viel 
Bildung bekommen wie möglich, dass sie unter gesunden 
Lebensverhältnissen leben können und ihre Familie die nötige 
finanzielle und infrastrukturelle Unterstützung erhält, 
dass Familien mit Kindern und nicht das Ehegattensplitting 
gefördert werden. 

(Beifall DIE LINKE) 

Es ist ein winzig kleiner Fortschritt, dass die Landesregierung 
sich dem Konzept der Präventionsketten gegen Kinderarmut 
annähert. Allerdings fördert sie nur in zehn von 
26 Landkreisen die Maßnahmen, die die Kommunen selbst 
finanzieren müssen. Das ist nur ein kleines Pflästerchen 
gegen die große Wunde Kinderarmut in diesem Land. 

20 % der Kinder und Jugendlichen und über 30 % der 
weiblichen jungen Erwachsenen in Hessen sind armutsgefährdet. 
Was heißt das? Kinder in Armut haben zu wenig 
oder nichts Gesundes zu essen. Sie haben zu wenig 
Spielzeug oder nicht das gewünschte. Arme Kinder und 
Jugendliche haben nicht die Klamotten, mit denen sie sich 

auf dem Schulhof akzeptiert fühlen, nicht das Zimmer in 
der Wohnung, in dem man in Ruhe lernen kann, nicht 
die Bandbreite und die Geräte, um die Hausaufgaben zu 
machen und zu chatten. 

Die grundlegenden Kinderrechte können für sie nicht erfüllt 
werden. Die Gefährdung und die Armut liegen nur 
eine Haaresbreite auseinander. Meist sind sie dasselbe. 

Ganz anders ist es mit dem Reichtum in diesem Land. Der 
Anteil der Einkommensmillionärinnen und -millionäre ist 
überdurchschnittlich hoch und in den letzten Jahren weiter 
gestiegen. Die ärmere Hälfte der Bevölkerung in Hessen 
besaß lediglich 6 % des Gesamtvermögens, während die 
obersten 10 % fast die Hälfte des Vermögens haben. 

Was sind die Gründe dafür, dass Deutschland zu den Ländern 
gehört, in denen die Ungleichheit am stärksten ist? 
Mythen darüber gibt es in der Landesregierung viele. Für 
die einen ist es die Bildung. Wenn wir allerdings auf die 
Hochschulen mit den vielen Postdocs und befristeten Beschäftigten 
schauen, die sich von einem Teilzeitarbeitsverhältnis 
zum nächsten hangeln, sehen wir, dass dies nicht 
der alleinige Schlüssel sein kann. 

Minister Klose nennt immer die Arbeitslosigkeit. Die Bekämpfung 
der Langzeitarbeitslosigkeit hilft allerdings den 
heutigen Armutsrentnerinnen und -rentnern nichts mehr. 
Gerade die Frauen mit unterbrochenen Erwerbsbiografien, 
weil Erwerbs- und Care-Arbeit nicht vereinbar waren, die 
somit kleine bis Minirenten haben, leiden darunter. 

Kinderreichtum und Armut bedingen sich in diesem Land 
zumeist. Das hängt mit einer katastrophalen Familien-
und Steuerpolitik zusammen, die Alleinverdienerinnen und 
-verdiener statt Alleinerziehende unterstützt. 

(Beifall DIE LINKE) 

Migrationsgeschichte ist ein großes Armutsrisiko. 29 % 
von ihnen sind arm. Bei Menschen ohne deutschen Pass 
sind es schon 35 %. Das heißt, es gibt ziemlich viele Möglichkeiten, 
in Hessen arm zu sein: Man hat prekär beschäftigte 
Akademikereltern, ist das dritte Kind. Die Großeltern 
sind aus dem Ausland zugewandert. Man ist Rentnerin 
oder Mieterin  auch das ist ein hohes Armutsrisiko bei 
hohen Mieten und kaum beeinflussbaren Nebenkosten. 

Reich zu sein ist einfacher. Man wächst einfach in einer 
reichen Familie am richtigen Ort mit der besten Bildung 
und, am besten noch, privater Hochschule auf. Dann ist der 
Reichtum garantiert. Man erbt ihn und vermehrt ihn. 

Hat das irgendetwas mit Gerechtigkeit zu tun? Nein. Gerecht 
wäre, wenn sich die Politik um den Ausgleich der 
Unterschiede bemühen würde, wenn eine Landesregierung 
tatsächlich allen Kindern gleiche Voraussetzungen für eine 
gute Entwicklung verschaffen würde, wenn Kinder- und 
Jugendlichenarmut, die Armut der Alleinerziehenden, der 
Frauen, der Männer, der Eingewanderten, der Rentner und 
Rentnerinnen wirksam bekämpft werden würden. 

Nicht nur Bertolt Brecht, der vor Kurzem seinen 125. Geburtstag 
gefeiert hätte, sondern auch Papst Franziskus erkannte, 
dass Armut und Reichtum zwei Seiten der gleichen 
Medaille sind. 

Die Aufgabe der Politik ist es, den unverschämten Reichtum 
zu begrenzen, damit die verschämte Armut bekämpft 
werden kann. 

(Beifall DIE LINKE)"
